"ID";"CODE";"NAME";"END_DATE"
118298;"170-015";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ТОДЖИНСКОМ Р-НЕ";"2016-03-21 00:00:00"
118299;"170-016";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В МОНГУН-ТАЙГИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
118300;"170-017";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В СУТ-ХОЛЬСКОМ Р-НЕ";"2015-05-31 00:00:00"
118327;"180-001";"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ МИГРАЦИОННОЙ СЛУЖБЫ РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ";"2017-12-31 00:00:00"
118328;"180-002";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ИНДУСТРИАЛЬНОМ Р-НЕ Г. ИЖЕВСКА";"2017-12-31 00:00:00"
118329;"180-003";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В УСТИНОВСКОМ Р-НЕ Г. ИЖЕВСКА";"2017-12-31 00:00:00"
118330;"180-004";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЛЕНИНСКОМ Р-НЕ Г. ИЖЕВСКА";"2017-12-31 00:00:00"
118331;"180-005";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ОКТЯБРЬСКОМ Р-НЕ Г. ИЖЕВСКА";"2017-12-31 00:00:00"
118332;"180-006";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПЕРВОМАЙСКОМ Р-НЕ Г. ИЖЕВСКА";"2017-12-31 00:00:00"
118392;"280-028";"ТП УФМС РОССИИ ПО АМУРСКОЙ ОБЛ. В ПОС. ЮКТАЛИ";"2011-01-01 00:00:00"
118393;"280-029";"ТП УФМС РОССИИ ПО АМУРСКОЙ ОБЛ. В ПОС. СОЛОВЬЁВСК";"2011-01-01 00:00:00"
118413;"160-047";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ЛАИШЕВСКОМ Р-НЕ";"2017-12-31 00:00:00"
118414;"160-048";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МАМАДЫШСКОМ Р-НЕ";"2017-12-31 00:00:00"
118415;"160-049";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МЕНДЕЛЕЕВСКОМ Р-НЕ";"2017-12-31 00:00:00"
118416;"160-050";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МЕНЗЕЛИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118417;"160-051";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МУСЛЮМОВСКОМ Р-НЕ";"2017-12-31 00:00:00"
118418;"160-052";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В НОВОШЕШМИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118419;"160-053";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ПЕСТРЕЧИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118420;"160-054";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В РЫБНО-СЛОБОДСКОМ Р-НЕ";"2017-12-31 00:00:00"
118421;"160-055";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В  САБИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118422;"160-056";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В САРМАНОВСКОМ Р-НЕ";"2017-12-31 00:00:00"
118423;"160-057";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В СПАССКОМ Р-НЕ";"2017-12-31 00:00:00"
118451;"180-007";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. ВОТКИНСКЕ";"2017-12-31 00:00:00"
118452;"180-008";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. ГЛАЗОВЕ";"2017-12-31 00:00:00"
118453;"180-009";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. МОЖГЕ";"2017-12-31 00:00:00"
118454;"180-010";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. САРАПУЛЕ";"2017-12-31 00:00:00"
118455;"180-011";"ТП В С. АЛНАШИ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. МОЖГЕ";"2015-05-31 00:00:00"
118456;"180-012";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В БАЛЕЗИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118457;"180-013";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ВАВОЖСКОМ Р-НЕ";"2015-05-31 00:00:00"
118458;"180-014";"ТП В С. ГРАХОВО МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. МОЖГЕ";"2011-06-23 00:00:00"
118459;"180-015";"ТП В С. ДЕБЁСЫ МОУФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ. ИГРА";"2011-06-24 00:00:00"
118460;"180-016";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЗАВЬЯЛОВСКОМ Р-НЕ";"2017-12-31 00:00:00"
118461;"180-017";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПОС. ИГРА";"2017-12-31 00:00:00"
118462;"180-018";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В КАМБАРСКОМ Р-НЕ";"2015-05-31 00:00:00"
118463;"180-019";"ТП В С. КАРАКУЛИНО МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ГОРОДЕ САРАПУЛЕ";"2015-05-31 00:00:00"
118464;"180-020";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В КЕЗСКОМ Р-НЕ";"2017-12-31 00:00:00"
118465;"180-021";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В КИЗНЕРСКОМ Р-НЕ";"2015-05-31 00:00:00"
118466;"180-022";"ТП В С. КИЯСОВО МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. САРАПУЛЕ";"2011-06-23 00:00:00"
118467;"180-023";"ТП В С. КРАСНОГОРСКОЕ МОУФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. ГЛАЗОВЕ";"2011-06-23 00:00:00"
118468;"180-024";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В МАЛОПУРГИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118469;"180-025";"ТП В С. СЕЛТЫ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ. УВА";"2011-06-23 00:00:00"
118470;"180-026";"ТП В С. СЮМСИ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ УВА";"2017-12-31 00:00:00"
118471;"180-027";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ УВА";"2013-06-17 00:00:00"
118472;"180-028";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ШАРКАНСКОМ Р-НЕ";"2011-06-23 00:00:00"
118473;"180-029";"ТП В С. ЮКАМЕНСКОЕ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕВ Г. ГЛАЗОВЕ";"2011-06-23 00:00:00"
118474;"180-030";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЯКШУР-БОДЬИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118475;"180-031";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЯРСКОМ Р-НЕ";"2012-02-29 00:00:00"
118476;"180-040";"ОТДЕЛ ПО ДЕЛАМ МИГРАЦИИ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ";"2007-03-02 00:00:00"
118523;"250-012";"МЕЖРАЙОННЫЙ ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г. АРТЕМУ И НАДЕЖДИНСКОМУ Р-НУ ТП №3";"2017-12-31 00:00:00"
118524;"250-013";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА";"2017-12-31 00:00:00"
118525;"250-014";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №1";"2017-12-31 00:00:00"
118526;"250-015";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №2";"2017-12-31 00:00:00"
118527;"250-016";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №3";"2017-12-31 00:00:00"
118528;"250-017";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №4";"2017-12-31 00:00:00"
118529;"250-018";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В УССУРИЙСКОМ ГОРОДСКОМ ОКРУГЕ";"2017-12-31 00:00:00"
118530;"250-019";"МЕЖРАЙОННЫЙ ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШКОТОВСКОМУ Р-НУ ЗАТО Г. БОЛЬШОЙ КАМЕНЬ, ЗАТО Г. ФОКИНО";"2017-12-31 00:00:00"
118531;"250-021";"МО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШТОКОВСКОМУ Р-НУ ЗАТО Г.ФОКИНО И ЗАТО Г.Б.КАМЕНЬ ТП №2";"2017-12-31 00:00:00"
118532;"250-022";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118533;"250-023";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ПАРТИЗАНСК";"2017-12-31 00:00:00"
118534;"250-024";"МЕЖРАЙОННОЕ ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В АРСЕНЬЕВСКОМ ГОРОДСКОМ ОКРУГЕ И АНУЧИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2017-12-31 00:00:00"
118535;"250-025";"МЕЖРАЙОННОЕ ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г.АРСЕНЬЕВ И АНУЧИНСКОМ Р-НЕ ТП В С.АНУЧИНО";"2017-12-31 00:00:00"
118536;"250-026";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ДАЛЬНЕГОРСК";"2017-12-31 00:00:00"
118537;"250-027";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ДАЛЬНЕРЕЧЕНСКОМ ГОРОДСКОМ ОКРУГЕ И ДАЛЬНЕРЕЧЕНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2017-12-31 00:00:00"
118538;"250-028";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КАВАЛЕРОВСКОМ Р-НЕ";"2017-12-31 00:00:00"
118539;"250-029";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КИРОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2017-12-31 00:00:00"
118541;"250-031";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КРАСНОАРМЕЙСКОМ Р-НЕ ТП №1";"2017-12-31 00:00:00"
118542;"250-032";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛАЗОВСКОМ Р-НЕ";"2017-12-31 00:00:00"
118543;"250-033";"ТЕРРИТОРИАЛЬНЫЙ ПУНКТ №1 ОТДЕЛЕНИЯ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛАЗОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2017-12-31 00:00:00"
118544;"250-034";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ЛЕСОЗАВОДСК";"2017-12-31 00:00:00"
118545;"250-035";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В МИХАЙЛОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2014-05-31 00:00:00"
118546;"250-036";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОКТЯБРЬСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2017-12-31 00:00:00"
118547;"250-037";"ТЕРРИТОРИАЛЬНЫЙ ПУНКТ №1 ОТДЕЛЕНИЯ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОКТЯБРЬСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2017-12-31 00:00:00"
118548;"250-038";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"2014-05-31 00:00:00"
118575;"140-030";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ЧУРАПЧИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
118576;"140-031";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ЭВЕНО-БЫТАНТАЙСКОМ Р-НЕ";"2015-05-31 00:00:00"
118577;"140-032";"ТП В ГО ""ЖАТАЙ"" МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В Г. ЯКУТСКЕ";"2017-12-31 00:00:00"
118578;"140-033";"ТП В П. ЧУЛЬМАН МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118579;"140-034";"ТП В П. БЕРКАКИТ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118580;"140-035";"ТП В П. СЕРЕБРЯНЫЙ БОР МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"2012-01-01 00:00:00"
118581;"140-036";"ТП В Г. УДАЧНЫЙ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
118582;"140-037";"ТП В П. АЙХАЛ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
118583;"140-038";"ТП В П. ЧЕРНЫШЕВСКИЙ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
118584;"140-039";"ТП В Г. ТОММОТ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118590;"230-039";"Отделение УФМС России по Краснодарскому краю в Крыловском р-не";"2017-12-31 00:00:00"
118591;"230-040";"ОУФМС России по Краснодарскому краю в Курганинском р-не";"2017-12-31 00:00:00"
118592;"230-041";"Отделение УФМС по Краснодарскому краю в Кущевском р-не";"2017-12-31 00:00:00"
118593;"230-042";"Отделение УФМС России по Краснодарскому краю в Ленинградском р-не";"2017-12-31 00:00:00"
118594;"230-043";"Отделение УФМС России по Краснодарскому краю в Мостовском р-не";"2017-12-31 00:00:00"
118595;"230-044";"Отделение УФМС России по Краснодарскому краю в Новокубанском р-не";"2017-12-31 00:00:00"
118596;"230-045";"Отделение УФМС России по Краснодарскому краю в Новопокровском р-не";"2017-12-31 00:00:00"
118597;"230-046";"Отделение УФМС России по Краснодарскому краю в Отрадненском р-не";"2017-12-31 00:00:00"
118598;"230-047";"Отделение УФМС России по Краснодарскому краю в Павловском р-не";"2017-12-31 00:00:00"
118599;"230-048";"Отделение УФМС России по Краснодарскому краю в Приморско-Ахтарском р-не";"2017-12-31 00:00:00"
118600;"230-049";"ОУФМС России по Краснодарскому краю в Северском р-не";"2017-12-31 00:00:00"
118601;"230-050";"Отделение УФМС России по Краснодарскому краю в Староминском р-не";"2017-12-31 00:00:00"
118602;"230-051";"Отделение УФМС России по Краснодарскому краю в Тбилисском р-не";"2017-12-31 00:00:00"
118603;"230-052";"ОУФМС России по Краснодарскому краю в Темрюкском р-не";"2017-12-31 00:00:00"
118604;"230-053";"ОУФМС России по Краснодарскому краю в Тимашевском р-не";"2017-12-31 00:00:00"
118605;"230-054";"Отделение УФМС России по Краснодарскому краю в Успенском р-не";"2017-12-31 00:00:00"
118606;"230-055";"ОУФМС России по Краснодарскому краю в Усть-Лабинском р-не";"2017-12-31 00:00:00"
118607;"230-056";"Отделение УФМС России по Краснодарскому краю в Щербиновском р-не";"2017-12-31 00:00:00"
118608;"230-057";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В МОСТОВСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118609;"230-058";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В НОВОКУБАНСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118610;"230-059";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В НОВОПОКРОВСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118611;"230-060";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ОТРАДНЕНСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118612;"230-061";"ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ПАВЛОВСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118613;"230-062";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ПРИМОРСКО-АХТАРСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118614;"230-063";"ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В СЕВЕРСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118615;"230-064";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В СТАРОМИНСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118659;"310-026";"ОТДЕЛЕНИЕ №1 МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТРОИТЕЛЬ";"2015-05-31 00:00:00"
118660;"310-027";"ТП В ПОС. ТОМАРОВКА МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТРОИТЕЛЬ";"2015-05-31 00:00:00"
118661;"310-028";"ТП В ИВНЯНСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТРОИТЕЛЬ";"2015-05-31 00:00:00"
118662;"310-029";"ТП В ПРОХОРОВСКОМ Р-НА МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТРОИТЕЛЬ";"2015-05-31 00:00:00"
118663;"310-030";"МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. АЛЕКСЕЕВКА";"2017-12-31 00:00:00"
118664;"310-031";"МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ВАЛУЙКИ";"2017-12-31 00:00:00"
118665;"310-032";"МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ГРАЙВОРОН";"2017-12-31 00:00:00"
118666;"310-033";"МЕЖРАЙОННЫЙ ОТДЕЛ УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ В Г. СТАРЫЙ ОСКОЛ";"2017-12-31 00:00:00"
118667;"310-034";"МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТРОИТЕЛЬ";"2017-12-31 00:00:00"
118668;"310-035";"МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ШЕБЕКИНО";"2014-05-31 00:00:00"
118669;"310-036";"ОТДЕЛЕНИЕ №4 ОУФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. БЕЛГОРОД";"2017-12-31 00:00:00"
118670;"310-037";"ОТДЕЛЕНИЕ №3 ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТАРЫЙ ОСКОЛ";"2018-02-20 00:00:00"
118671;"310-012";"ТП В ВАЛУЙСКОМ РАЙОНЕ МЕЖРАЙОННОГО ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ В Г. ВАЛУЙКИ";"2017-12-31 00:00:00"
118691;"140-040";"ТП В П. НИЖНИЙ-КУРАНАХ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
118692;"140-041";"ТП В П. ВИТИМ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118693;"140-042";"ТП В П. ПЕЛЕДУЙ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118694;"140-043";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В С. МАЙЯ МЕГИНО - КАНГАЛАССКОГО РАЙОНА";"2007-01-01 00:00:00"
118695;"140-044";"ТП В НАМСКОМ Р-НЕ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В Г. ЯКУТСКЕ";"2017-12-31 00:00:00"
118696;"140-045";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ОЛЕКМИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
118697;"140-046";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ОЛЕНЕКСКОМ Р-НЕ";"2015-05-31 00:00:00"
118698;"140-047";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В СРЕДНЕКОЛЫМСКОМ Р-НЕ";"2015-05-31 00:00:00"
118699;"140-048";"ТП В СУНТАРСКОМ Р-НЕ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
118700;"140-049";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ПОС. СОЛНЕЧНЫЙ УСТЬ-МАЙСКОГО Р-НА";"2008-01-01 00:00:00"
118701;"140-050";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ПОС. МОХСОГОЛЛОХ ХАНГАЛАССКОГО Р-НА";"2017-12-31 00:00:00"
118702;"140-051";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В П. ЭЛЬДИКАН УСТЬ-МАЙСКОГО Р-НА";"2008-01-01 00:00:00"
118728;"230-065";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ТБИЛИССКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118729;"230-066";"ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ТЕМРЮКСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118730;"230-067";"ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ТИМАШЕВСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118731;"230-068";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В УСПЕНСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118732;"230-069";"ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В УСТЬ-ЛАБИНСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118733;"230-070";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ЩЕРБИНОВСКОМ РАЙОНЕ";"2017-12-31 00:00:00"
118734;"";"Управление по г. Сочи УФМС России по Краснодарскому краю";"2014-09-30 00:00:00"
118735;"";"Отдел иммиграционного контроля, планирования мероприятий по противодействию незаконной миграции управления по г. Сочи УФМС России по Краснодарскому краю";"2017-12-31 00:00:00"
118736;"";"Отделение иммиграционного контроля № 1 отдела иммиграционного контроля, планирования мероприятий по противодействию незаконной миграции  управления по г. Сочи УФМС России по Краснодарскому краю в г. Адлере";"2014-09-30 00:00:00"
118737;"";"Отделение иммиграционного контроля № 2 отдела иммиграционного контроля, планирования мероприятий по противодействию незаконной миграции  управления по г. Сочи УФМС России по Краснодарскому краю в п. Лазаревское";"2014-09-30 00:00:00"
118738;"";"Отделение иммиграционного контроля № 3 отдела иммиграционного контроля, планирования мероприятий по противодействию незаконной миграции  управления по г. Сочи УФМС России по Краснодарскому краю в Хостинском р-не г. Сочи";"2014-09-30 00:00:00"
118739;"";"Отделение иммиграционного контроля № 4 отдела иммиграционного контроля, планирования мероприятий по противодействию незаконной миграции управления по г. Сочи УФМС России по Краснодарскому краю в центральном р-не г. Сочи";"2014-09-30 00:00:00"
118740;"";"Отдел по вопросам трудовой миграции УФМС России по Краснодарскому краю";"2017-12-31 00:00:00"
118741;"";"Общий отдел управления по г. Сочи УФМС России по Краснодарскому краю";"2017-12-31 00:00:00"
118742;"";"Отделение анализа и планирования управление по г. Сочи УФМС России по Краснодарскому краю";"2017-12-31 00:00:00"
118743;"";"Отдел адресно-справочной работы УФМС России по Краснодарскому краю";"2017-12-31 00:00:00"
118744;"230-088";"ОТДЕЛ УПРАВЛЕНИЯ ПО Г. СОЧИ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В АДЛЕРСКОМ РАЙОНЕ В Г. АДЛЕРЕ";"2017-12-31 00:00:00"
