"ID";"CODE";"NAME";"END_DATE"
5511;"382-012";"ОВД НИЖНЕИЛИМСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5512;"382-013";"ОВД КИРЕНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5513;"382-014";"ОВД Г. УСОЛЬЕ-СИБИРСКОЕ ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5514;"382-015";"ОТДЕЛ МИЛИЦИИ 2 УВД Г. АНГАРСКА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5515;"382-016";"ОВД Г. НИЖНЕУДИНСКА И НИЖНЕУДИНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5516;"382-017";"ОВД Г. УСТЬ-КУТА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5517;"382-018";"ОВД Г. ТУЛУНА И ТУЛУНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5518;"382-019";"ОВД БРАТСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5519;"382-020";"ОТДЕЛ МИЛИЦИИ 1 УВД Г. АНГАРСКА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5520;"382-021";"ОВД Г. САЯНСКА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5521;"382-022";"ОВД Г. ЗИМА И ЗИМИНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5522;"382-023";"ОВД УСОЛЬСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5523;"382-024";"ОВД КУЙТУНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5524;"382-025";"УВД Г. БРАТСКА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5525;"382-026";"ОВД КАЧУГСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5526;"382-027";"ОВД ЗАЛАРИНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5527;"382-028";"ОВД УСТЬ-УДИНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5528;"382-029";"ОВД ЧУНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5529;"382-030";"ОВД Г. ШЕЛЕХОВО ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5530;"382-031";"ОВД УСТЬ-ИЛИМСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5531;"382-032";"ОВД БАЛАГАНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5532;"382-033";"ОВД МАМСКО-ЧУЙСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5533;"382-034";"ОВД СЛЮДЯНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5534;"382-035";"ОВД КАТАНГСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5535;"382-036";"ОВД Г. ТАЙШЕТА И ТАЙШЕТСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5536;"382-037";"ОТДЕЛ МИЛИЦИИ ПО ОБСЛУЖИВАНИЮ ЛЕВОБЕРЕЖНОЙ ЧАСТИ Г. УСТЬ-ИЛИМСКА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5537;"382-038";"ОВД ЖИГАЛОВСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5538;"383-001";"БАЙКАЛЬСКИЙ ГОМ СЛЮДЯНСКОГО Р-НА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5539;"383-003";"ОТДЕЛ МИЛИЦИИ №3 УВД Г. БРАТСКА ИРКУТСКОЙ ОБЛ.";"2007-04-06 00:00:00"
5540;"383-012";"УВД Г. ИРКУТСКА";"2007-04-06 00:00:00"
5557;"371-001";"УВД Ивановской области";"2017-12-31 00:00:00"
5558;"372-001";"ОВД Октябрьского района г. Иваново";"2017-12-31 00:00:00"
5559;"372-002";"ОВД Фрунзенского района г. Иваново";"2017-12-31 00:00:00"
5560;"372-003";"ОВД Советского района г. Иваново";"2017-12-31 00:00:00"
5561;"372-004";"ОВД Ивановского района Ивановской области";"2017-12-31 00:00:00"
5562;"372-005";"ОВД Ленинского района г. Иваново";"2017-12-31 00:00:00"
5563;"372-006";"ОВД Лежневского района Ивановской области";"2017-12-31 00:00:00"
5564;"372-007";"ОВД Приволжского района Ивановской области";"2017-12-31 00:00:00"
5565;"372-008";"ОВД Пучежского района Ивановской области";"2017-12-31 00:00:00"
5566;"372-009";"ОВД Шуйского района Ивановской области";"2017-12-31 00:00:00"
5567;"372-010";"ОВД Родниковского района Ивановской области";"2017-12-31 00:00:00"
5568;"372-011";"ОВД Комсомольского района Ивановской области";"2017-12-31 00:00:00"
5569;"372-012";"ОВД Савинского района Ивановской области";"2017-12-31 00:00:00"
5570;"372-013";"ОВД Тейковского района Ивановской области";"2017-12-31 00:00:00"
5571;"372-014";"ОВД Юрьевецкого района Ивановской области";"2017-12-31 00:00:00"
5572;"372-015";"ОВД Южского района Ивановской области";"2017-12-31 00:00:00"
5573;"372-016";"ОВД г. Вичуга Ивановской области";"2017-12-31 00:00:00"
5574;"372-017";"ОВД Фурмановского района Ивановской области";"2017-12-31 00:00:00"
5575;"372-018";"ОВД Заволжского района Ивановской области";"2017-12-31 00:00:00"
5576;"372-019";"ОВД Пестяковского района Ивановской области";"2017-12-31 00:00:00"
5577;"372-020";"ОВД Палехского района Ивановской области";"2017-12-31 00:00:00"
5578;"372-021";"ОВД Ильинского района Ивановской области";"2017-12-31 00:00:00"
5579;"372-022";"ОВД Лухского района Ивановской области";"2017-12-31 00:00:00"
5580;"372-023";"УВД Кинешемского района Ивановской области";"2017-12-31 00:00:00"
5581;"372-024";"ОВД Верхнеландеховского района Ивановской области";"2017-12-31 00:00:00"
5582;"372-025";"ОВД Гаврилово-Посадского района Ивановской области";"2017-12-31 00:00:00"
5583;"373-001";"ОВД г. Кохма Ивановской области";"2017-12-31 00:00:00"
5584;"373-002";"Плёсский ГОМ приволжского района Ивановской области";"2017-12-31 00:00:00"
5585;"373-003";"ДКС МИД";"2017-12-31 00:00:00"
5586;"373-004";"Отделение УФМС России по Ивановской области в Ивановском муниципальном районе";"2017-12-31 00:00:00"
5620;"320-033";"ОТДЕЛ АДРЕСНО-СПРАВОЧНОЙ РАБОТЫ ФМС РОССИИ ПО БРЯНСКОЙ ОБЛ.";"2011-06-14 00:00:00"
5621;"320-034";"ТП УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В Г. БРЯНСК-18";"2010-12-31 00:00:00"
5622;"321-001";"УВД БРЯНСКОЙ ОБЛ.";"2005-12-31 00:00:00"
5623;"322-000";"УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ.";"2005-12-31 00:00:00"
5627;"401-001";"УПРАВЛЕНИЕ ВНУТРЕННИХ  ДЕЛ КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5628;"402-001";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ЛЕНИНСКОГО ОКРУГА Г. КАЛУГИ";"2007-04-15 00:00:00"
5629;"402-002";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ МОСКОВСКОГО ОКРУГА Г. КАЛУГИ";"2007-04-15 00:00:00"
5630;"402-003";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ОКТЯБРЬСКОГО ОКРУГА Г.КАЛУГИ";"2007-04-15 00:00:00"
5631;"402-004";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ Г. ОБНИНСКА";"2007-04-15 00:00:00"
5632;"402-005";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ БАБЫНИНСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5633;"402-006";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ БАРЯТИНСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5634;"402-007";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ БОРОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5635;"402-008";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ДЗЕРЖИНСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5636;"402-009";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ДУМИНИЧСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5637;"402-010";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ЖИЗДРИНСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5638;"402-011";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ЖУКОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5639;"402-012";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ИЗНОСКОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5640;"402-013";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ КИРОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5641;"402-014";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ КОЗЕЛЬСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5642;"402-015";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ КУЙБЫШЕВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5643;"402-016";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ЛЮДИНОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5644;"402-017";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ МАЛОЯРОСЛАВЕЦКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5645;"402-018";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ МЕДЫНСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5646;"402-019";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ МЕЩОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5647;"402-020";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ МОСАЛЬСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5648;"402-021";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ПЕРЕМЫШЛЬСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5649;"402-022";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ СПАС-ДЕМЕНСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5650;"402-023";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ СУХИНИЧСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5651;"402-024";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ТАРУССКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5652;"402-025";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ УЛЬЯНОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5653;"402-026";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ФЕРЗИКОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5654;"402-027";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ХВАСТОВИЧСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5655;"402-028";"ОТДЕЛ ВНУТРЕННИХ ДЕЛ ЮХНОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5656;"403-001";"БАЛАБАНОВСКОЕ ОМ ОТДЕЛА ВНУТРЕННИХ ДЕЛ БОРОВСКОГО Р-НА КАЛУЖСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5657;"403-002";"КРЕМЕНКОВСКОЕ ОТДЕЛЕНИЕ МИЛИЦИИ ОВД ЖУКОВСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5658;"403-003";"ТОВАРКОВСКОЕ ОТДЕЛЕНИЕ МИЛИЦИИ ОВД ДЗЕРЖИНСКОГО РАЙОНА КАЛУЖСКОЙ ОБЛАСТИ";"2007-04-15 00:00:00"
5659;"403-005";"Отделение милиции ОВД Боровского р-на по Калужской области";"2007-04-15 00:00:00"
5675;"410-016";"ОМ ОТДЕЛА ВНУТРЕННИХ ДЕЛ Г. ВИЛЮЧИНСКА КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5682;"411-001";"ОТДЕЛ ИММИГРАЦИОННОГО КОНТРОЛЯ ОФМС РОССИИ ПО КАМЧАТСКОМУ КРАЮ";"2017-12-31 00:00:00"
5683;"412-001";"1 ПО ПВС УВД Г. ПЕТРОПАВЛОВСКА-КАМЧАТСКОГО";"2017-12-31 00:00:00"
5684;"412-002";"2 ПО ПВС УВД Г. ПЕТРОПАВЛОВСКА-КАМЧАТСКОГО";"2017-12-31 00:00:00"
5685;"412-003";"3 ПО ПВС УВД Г. ПЕТРОПАВЛОВСКА-КАМЧАТСКОГО";"2017-12-31 00:00:00"
5686;"412-004";"4 ПО ПВС УВД Г. ПЕТРОПАВЛОВСКА-КАМЧАТСКОГО";"2017-12-31 00:00:00"
5687;"412-005";"ОВД ЕЛИЗОВСКОГО РАЙОННОГО МО КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5688;"412-006";"ОВД УСТЬ-БОЛЬШЕРЕЦКОГО РАЙОННОГО МО КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5689;"412-007";"ОТДЕЛЕНИЕ ВНУТРЕННИХ ДЕЛ АЛЕУТСКОГО РАЙОННОГО МО КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5690;"412-008";"ОВД УСТЬ-КАМЧАТСКОГО Р-НА КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5691;"412-009";"КЛЮЧЕВСКИЙ ГОМ ОВД УСТЬ-КАМЧАТСКОГО РАЙОННОГО МО КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5692;"412-010";"ОВД МИЛЬКОВСКОГО РАЙОННОГО МО КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5693;"412-011";"ОВД СОБОЛЕВСКОГО РАЙОННОГО МО КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5694;"412-012";"ОЗЕРНОВСКОЕ ОМ ОВД УСТЬ-БОЛЬШЕРЕЦКОГО Р-НА КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5695;"412-013";"ОСТ ИММИГРАЦИОННОГО КОНТРОЛЯ ""ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ АЭРО-МОРПОРТ"" ОТДЕЛА ПО ДЕЛАМ МИГРАЦИИ ОФМС РОССИИ ПО КАМЧА";"2017-12-31 00:00:00"
5696;"412-014";"ОТДЕЛЕНИЕ ВНУТРЕННИХ ДЕЛ БЫСТРИНСКОГО РАЙОННОГО МО КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5697;"412-015";"ОВД Г. ВИЛЮЧИНСКА КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5698;"412-016";"ОМ ОТДЕЛА ВНУТРЕННИХ ДЕЛ Г. ВИЛЮЧИНСКА КАМЧАТСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5699;"412-203";"ООО БЕЛ-КАМ-ТУР";"2017-12-31 00:00:00"
5700;"412-204";"ООО ГОЛУБАЯ ЛАГУНА";"2017-12-31 00:00:00"
5762;"421-001";"ГУВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5763;"422-001";"ЦЕНТРАЛЬНОЕ РУВД Г. КЕМЕРОВО";"2017-12-31 00:00:00"
5764;"422-002";"ЛЕНИНСКИЙ РОВД Г. КЕМЕРОВО";"2017-12-31 00:00:00"
5765;"422-003";"ЗАВОДСКИЙ РОВД Г. КЕМЕРОВО";"2017-12-31 00:00:00"
5766;"422-004";"КИРОВСКИЙ РОВД Г. КЕМЕРОВО";"2017-12-31 00:00:00"
5767;"422-005";"РУДНИЧНЫЙ РОВД Г. КЕМЕРОВО";"2017-12-31 00:00:00"
5768;"422-006";"2 ОТДЕЛ МИЛИЦИИ Г. КЕМЕРОВО";"2017-12-31 00:00:00"
5769;"422-007";"АНЖЕРО-СУДЖЕНСКИЙ УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5770;"422-008";"БЕЛОВСКИЙ УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5771;"422-009";"БЕРЕЗОВСКИЙ ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5772;"422-010";"Гурьевский ГРОВД Кемеровской обл.";"2003-12-31 00:00:00"
5773;"422-011";"КАЛТАНСКИЙ ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5774;"422-012";"КИСЕЛЕВСКИЙ ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5775;"422-013";"ЛЕНИНСК-КУЗНЕЦКОЕ УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5776;"422-014";"1 ОТДЕЛ МИЛИЦИИ ЛЕНИНСК-КУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5777;"422-015";"2 ОТДЕЛ МИЛИЦИИ ЛЕНИНСК-КУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5778;"422-016";"МАРИИНСКИЙ ГРОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5779;"422-017";"МЕЖДУРЕЧЕНСКОЕ УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5780;"422-018";"МЫСКОВСКИЙ ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5781;"422-019";"НОВОКУЗНЕЦКОЕ УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5782;"422-020";"ЦЕНТРАЛЬНЫЙ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5783;"422-021";"КУЗНЕЦКИЙ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5784;"422-022";"КУЙБЫШЕВСКИЙ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5785;"422-023";"ЗАВОДСКИЙ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5786;"422-024";"ОРДЖОНИКИДЗЕВСКИЙ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5787;"422-025";"1 ОТДЕЛ МИЛИЦИИ НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5788;"422-026";"НОВОИЛЬИНСКИЙ РОВД НОВОКУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5789;"422-027";"ОСИННИКОВСКИЙ ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5790;"422-028";"ЦЕНТРАЛЬНЫЙ РОВД ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5791;"422-029";"ЗЕНКОВСКИЙ РОВД ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5792;"422-032";"ТАШТАГОЛЬСКИМ ГРОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5793;"422-033";"ТОПКИНСКОЕ ГРОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5794;"422-034";"ЮРГИНСКИЙ ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5795;"422-035";"БЕЛОВСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5796;"422-036";"ИЖМОРСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5797;"422-037";"КЕМЕРОВСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5798;"422-038";"КРАПИВИНСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5799;"422-039";"ЛЕНИНСК-КУЗНЕЦКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5800;"422-040";"НОВОКУЗНЕЦКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5801;"422-041";"ПРОКОПЬЕВСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5802;"422-042";"ПРОМЫШЛЕННОВСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5803;"422-043";"ТИСУЛЬСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5804;"422-044";"ТЯЖИНСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5805;"422-045";"ЧЕБУЛИНСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5806;"422-046";"ЮРГИНСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5807;"422-047";"ЯШКИНСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5808;"422-048";"ЯЙСКИЙ РОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5809;"422-049";"2 ОТДЕЛ МИЛИЦИИ ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5810;"422-050";"РУДНИЧНЫЙ РОВД ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5811;"423-004";"2 ОМ БЕЛОВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5812;"423-006";"ГРАМОТЕИНСКОЕ ОМ БЕЛОВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5813;"423-007";"КРАСНОБРОДСКОЕ ОМ БЕЛОВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5814;"423-008";"БАЧАТСКИЙ ОТДЕЛ МИЛИЦИИ УВД Г. БЕЛОВО КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5815;"423-010";"1 ОТДЕЛ МИЛИЦИИ ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5816;"423-012";"3 ОМ ПРОКОПЬЕВСКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5817;"423-013";"1 ОМ МЫСКОВСКОГО ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5818;"423-014";"МАЛИНОВСКОЕ ОМ ОСИННИКОВСКОГО ГОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5819;"423-015";"1 ОМ ЛЕНИНСК-КУЗНЕЦКОГО УВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5820;"423-016";"ШЕРЕГЕШСКОЕ ОМ ТАШТАГОЛЬСКОГО ГРОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5821;"423-017";"КАЗСКОЕ ОМ ТАШТАГОЛЬСКОГО ГРОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5822;"423-018";"МУНДЫБАШСКОЕ ОМ ТАШТАГОЛЬСКОГО ГРОВД КЕМЕРОВСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5866;"473-004";"ПАШСКОЕ ОМ ВОЛХОВСКОГО Р-НА ЛЕНИНГРАДСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5867;"473-005";"СЯСЬСТРОЙСКОЕ ОМ ВОЛХОВСКОГО Р-НА ЛЕНИНГРАДСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5868;"473-006";"КУЗЬМОЛОВСКИЙ ОТДЕЛ МИЛИЦИИ ВСЕВОЛОЖСКОГО Р-НА ЛЕНИНГРАДСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5869;"473-007";"МОРОЗОВСКОЕ ОМ ВСЕВОЛОЖСКОГО Р-НА ЛЕНИНГРАДСКОЙ ОБЛ.";"2017-12-31 00:00:00"
5874;"430-001";"ТП УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В АРБАЖСКОМ РАЙОНЕ";"2011-06-26 00:00:00"
5877;"430-501";"ОУФМС РОССИИ ПО КИРОВСКОЙ ОБЛ. В ВЕРХНЕКАМСКОМ Р-НЕ";"2017-12-31 00:00:00"
5878;"430-601";"ТП В П. РУДНИЧНЫЙ ОУФМС РОССИИ ПО КИРОВСКОЙ ОБЛ. В ВЕРХНЕКАМСКОМ Р-НЕ";"2017-12-31 00:00:00"
5879;"430-701";"ТП УФМС РОССИИ ПО КИРОВСКОЙ ОБЛ. В ВЕРХОШИЖЕМСКОМ Р-НЕ";"2017-12-31 00:00:00"
5880;"430-801";"ОУФМС РОССИИ ПО КИРОВСКОЙ ОБЛ. В ВЯТСКОПОЛЯНСКОМ Р-НЕ";"2017-12-31 00:00:00"
5881;"430-901";"ТП В Г. СОСНОВКА ОУФМС РОССИИ ПО КИРОВСКОЙ ОБЛ. В ВЯТСКОПОЛЯНСКОМ Р-НЕ";"2017-12-31 00:00:00"
5882;"431-001";"УВД ПО КИРОВСКОЙ ОБЛАСТИ";"2007-12-31 00:00:00"
5883;"431-101";"ТП УФМС РОССИИ ПО КИРОВСКОЙ ОБЛ. В ЗУЕВСКОМ Р-НЕ";"2017-12-31 00:00:00"
